email,prediction
ccc6ec19e2,0.15
05c47d12ea,0.07
48bf7d3b7f,0.179
7c77463100,0.295
5a22e2ef3b,0.189
583a0c2498,0.18
36fc3faa44,0.18
a575d10712,0.16
55420147be,0.24
e649433de3,0.13
a06a9a1160,0.28
34b5d945ee,0.08
bf31b39ed5,0.115
e3269145d0,0.289
b704951dc1,0.009
7643cdaef9,0.11
d83b3f79de,0.09
b3fb49560b,0.2
0c655cb949,0.239
88127a8d80,0.253
3dc5511086,0.286
24c941f956,0.06
611866d156,0.221
7bf0eea216,0.26
b31d058c51,0.04
5d8a892506,0.16
7bf6e33115,0.15
1418862a0e,0.2
34b23d6a7c,0.174
9ddf1d16a6,0.17
d6fef8f82f,0.05
5299e12839,0.07
19088cf8ed,0.21
3d0de8c956,0.28
506d6b7795,0.11
b705f2f4e8,0.12
2931350b08,0.28
76992e36b3,0.403
0b09ca3d3c,0.13
5a3ea6719e,0.05
d7bd4b68a9,0.19
73dac640a0,0.22
29f719e8b5,0.118
ab5362dbe9,0.09
c6686ff111,0.18
91de6eef6a,0.2
13db67293f,0.21
80d4661941,0.14
bb9dc10dde,0.17
e1d9b41151,0.177
806798f0bd,0.23
66bee39e82,0.07
d282f680a5,0.14
5d18291930,0.16
971ab0c94f,0.174
409a512330,0.13
6e3ec1209c,0.17
3eab193fca,0.04
5065b8cc04,0.08
8afb54c823,0.03
2cec0abfab,0.33
845e52358a,0.11
f093553b56,0.341
7080f17f64,0.32
d8a30210d2,0.14
c4005da09b,0.374
41fa7eb85b,0.247
0260246209,0.21
56b66f549a,0.14
905da448b9,0.377
772fabeb83,0.08
b261131b38,0.04
55f91fcb3c,0.1
3edd47775f,0.26
858030d1d1,0.12
2920657480,0.19
a584f92ea7,0.1
9438df17ed,0.07
64a1b56739,0.14
3c6ad7fd5c,0.08
bfef0d5d2e,0.18
3c4eec958d,0.21
a250fb4f0f,0.08
18c5eccb93,0.268
a1dc78ca40,0.05
7d049a5753,0.09
d2a40fdc59,0.07
0758f4da6f,0.12
448b643f38,0.14
d503b2f12d,0.14
e4cf67bbe3,0.515
44ed19f9f3,0.18
7d07048749,0.036
06a5301c71,0.12
33149702f2,0.07
0d33013e89,0.26
6d651c95e2,0.21
592b63a5cd,0.17
fda4c1b913,0.4
b74b0b842f,0.14
59e3710f6a,0.35
e5fc6bc19d,0.289
788dd32d38,0.45
3e5f579ca4,0.11
4f4b4316cc,0.12
0565e6be21,0.23
ec41945ed5,0.13
1ae3f38471,0.04
04fc19fe50,0.14
39912f363d,0.16
517df55775,0.124
bb835d0d72,0.15
ec8d483d72,0.401
c5ae25a3ea,0.13
eeb8259916,0.26
8edd12a6c7,0.187
9d994bc88f,0.16
b73b17cbff,0.265
4a327ef547,0.06
8730d419c8,0.27
3e2b180c2e,0.11
86d16126ee,0.189
9d6d0db3b6,0.07
25cf7fb017,0.461
3445fa66b0,0.276
ab3d8526df,0.28
d143b4ecbb,0.14
ed8b4d1804,0.14
397ac63576,0.22
a67b7f6669,0.186
efb343f595,0.11
614480fb78,0.26
e4dbd47c9d,0.094
e0cbd5385f,0.27
459e2aeb71,0.212
ac8070fc18,0.14
f6f3c24c9b,0.14
b4d55a6a98,0.11
22d9d304c8,0.12
89645c45e5,0.06
320d71ffe7,0.17
3ef26f7eb0,0.27
63ede4526f,0.14
ee6a426c51,0.161
d69ddc0498,0.16
dc63a1ca9b,0.12
99b7fc22cf,0.09
d28d64aadd,0.184
1db1269369,0.1
e484b0c5f1,0.06
112058e679,0.15
e2306bbf17,0.18
96275ea1e7,0.25
a34cdc4b51,0.02
0e9a95fdfe,0.21
09607db67b,0.12
a2ff43e873,0.09
48ea5120c2,0.18
efa4f49d7a,0.07
8d589b9c5a,0.108
2adfe90005,0.17
ea8fb893ee,0.12
a346c859d7,0.11
fedb08fce5,0.518
d17b240095,0.24
46000c8934,0.3
9f499aaa47,0.07
648993204a,0.03
822eb11592,0.24
9964fa761a,0.07
4a6b427cb6,0.06
51e73fdfb0,0.11
210f980b1a,0.11
1c87b03044,0.07
ffedb6fccb,0.03
d664551881,0.09
98d13a46fb,0.1
0e8b91205d,0.05
83782014da,0.14
0c6a4cd1bc,0.573
c3adcb3f19,0.14
cbe2c9d43b,0.259
476e15003c,0.2
b2a2b1715a,0.27
9b99c5b792,0.354
3e819ddce5,0.22
8e9a846553,0.27
c9a698d8b0,0.13
092b906a3c,0.13
a42071b7a3,0.31
86c7f45776,0.26
adfdd6cb1a,0.567
6d150f1429,0.1
1a251bb5c7,0.11
2d33356982,0.14
1066f444ae,0.18
4d75165ea0,0.11
e7b4b56ab2,0.13
382b63c60f,0.11
401b171892,0.15
45965919b4,0.159
eac08b9ba1,0.15
20fe37bcbb,0.15
d4dcbe4c6a,0.575
0f37eac2f1,0.17
c019710e4e,0.15
755515d48c,0.34
379554b3d5,0.16
a66b387296,0.176
84644ff13e,0.03
ab2eac07e7,0.165
a89a9b09aa,0.09
797e650d21,0.058
f1d3db2844,0.279
ecc000e7e9,0.1
3e4bc76ae0,0.22
4ebb12b23a,0.223
5358959ac9,0.09
c4ffe82494,0.07
eac26a9117,0.08
52d109650e,0.068
5b03fc51e5,0.24
b76aad75e2,0.09
2bd2b1e2f2,0.25
dced7a4bc1,0.07
46aba0ba96,0.665
ca9e1eaf88,0.24
f8449d751b,0.06
826b0365f0,0.25
f7ebbb17d1,0.27
fa44998d7b,0.11
58e212ecf1,0.253
ec5f5dff9a,0.15
2f7bc03f54,0.584
71c4b9f018,0.07
6f5e037ee9,0.1
ed36207a3d,0.06
7dcdb7c807,0.13
b279a1744c,0.426
993da7a447,0.13
10b2311008,0.178
a8e3834cac,0.03
b702675c7e,0.12
944b9ce3ae,0.138
39a3c379b7,0.1
17ee4d6173,0.04
30795dd6bc,0.15
44e8eca89e,0.11
a061bb604b,0.1
1ec31f81c7,0.18
0c1b97c4fc,0.11
8047b6a38d,0.011
a13bf51a35,0.04
023ebdde2f,0.14
e43c96211c,0.04
f308066bf5,0.18
efb146dbab,0.64
eecf9a7432,0.14
979038e3f1,0.07
32236d5f5f,0.12
a0b70c6518,0.39
2d463f5dac,0.15
83932a4ce0,0.17
3dbcd4cb60,0.18
697196a053,0.07
4611a24383,0.05
a436487bf5,0.17
257f797398,0.316
0c86e7d299,0.05
82a1e3f7f0,0.21
7fb6a39010,0.401
1d28ed4a27,0.106
3d6681c8b9,0.1
97e69ef704,0.543
bce24cea9f,0.17
93f7897e0d,0.3
da9318cecb,0.1
6031092197,0.29
c0ca34d5a5,0.09
836066797f,0.09
dfbcf779e1,0.18
d72cb5ba11,0.14
916bffc4fd,0.14
8013b8ca33,0.22
0f1f5d4e12,0.249
b750cf5fd5,0.25
5a5e00cbb1,0.07
d6011c5b37,0.08
98bccff31b,0.2
7bde0e85c8,0.137
97f3a5d6a1,0.13
82062bdbed,0.05
83ed8315ac,0.14
b2f6aa96f1,0.217
79729f24a8,0.517
a222039f2a,0.443
3e57daf990,0.159
9c48dd6f7e,0.06
d159412852,0.02
86e21ce57f,0.18
7f6a3cb4c4,0.083
5cdc00e0fa,0.22
d1ab35cbcf,0.2
05907e068a,0.348
2590909e5a,0.8
8f1892be9a,0.06
574cf63ecd,0.219
ffda99e000,0.27
478fbdabda,0.16
fe323e4fd3,0.14
a2d2919938,0.11
895164d292,0.303
d28fde01d3,0.19
0abaf02f14,0.166
a7e470a97c,0.175
731ca951bf,0.347
f21e4c9c03,0.15
c921394e5f,0.23
6b1cbe8e2b,0.13
dc59f71f3a,0.12
67be356b61,0.261
eb36b36882,0.21
e3ffdf939c,0.191
86b5cdf51d,0.17
8232b516b8,0.09
34d5a54ccd,0.357
c80e76b5cf,0.19
5638a96556,0.11
f2096fbb8a,0.12
15a3e68622,0.42
b4a5dbf990,0.199
16c28331c7,0.05
5961417950,0.15
7c425c7a1d,0.267
a9aa99d8ab,0.06
c7560f7758,0.381
02abcf1d49,0.247
34ea0e394b,0.352
7d128bf092,0.17
621dff575e,0.05
82b2b0f6b0,0.04
0f2534dba4,0.042
27bc772339,0.05
1028227d5b,0.13
7ba8772df6,0.19
720b2cf049,0.15
9e573b9a74,0.272
e956912552,0.23
6ced81cc24,0.25
df2dcffab5,0.15
87d8f83ea5,0.221
879ebc48d0,0.14
81d82f5d25,0.031
ced756c038,0.1
46ea18e828,0.11
f61a0fb6bb,0.16
7520daa4e7,0.321
ed0686b0ed,0.05
e34da7fbcd,0.23
6eb93ef049,0.36
5191746a09,0.434
3696ab64d0,0.05
aed2552eac,0.485
7615a7fbd9,0.23
98ee65994b,0.21
c65c458ee5,0.31
9ede688d37,0.319
e734326510,0.135
9313bc1638,0.15
9a6ba28d77,0.17
001aac3e5d,0.17
6d43637394,0.05
942234c5fe,0.1
d7858af2a2,0.238
dd8aef2ef6,0.197
aaf4b48c43,0.1
10dfda6eb3,0.254
3b3f4660d5,0.18
579bc73ee9,0.25
20866b4622,0.801
c086e13453,0.26
4e97a1683b,0.26
740a64f45f,0.09
5fc73b1e6d,0.24
73155b434b,0.424
a2fa210e5d,0.16
68cae6d994,0.12
c4edfb2fa6,0.14
99cbf381a4,0.08
33e3776196,0.15
df2203c2ab,0.234
35ed3de538,0.14
a0146a40ab,0.203
8f6937b94a,0.11
1d3ec6980d,0.11
1b0e4d2e7d,0.13
365e90220a,0.334
6d45e6c0cb,0.22
91704f194e,0.16
7ae6576933,0.12
ac57489e82,0.07
cbab3bafbb,0.273
84f6a866f2,0.1
4c5a9719f2,0.12
ba4737af78,0.04
8001946a7d,0.205
1efdfe35da,0.12
cfb47f5b42,0.16
64af63f1cf,0.09
f4e0f782c7,0.384
dd506efbdd,0.12
b0cc72b6e7,0.16
606f13fe63,0.296
875ffb9108,0.14
cad3d0498f,0.36
d5d73a7e14,0.13
a3f498202e,0.18
d55c85f8fe,0.17
3b2761ab07,0.03
8f13731024,0.16
e08f443e87,0.02
6e66375470,0.13
6a17aa9b92,0.17
3d183f0a42,0.078
9fe4a00ba4,0.24
5a0c9cfee1,0.27
1af9aef770,0.12
4332f41da0,0.15
dda4f4ae4c,0.11
35789e84b0,0.24
95dcaa8b93,0.19
0fdc311686,0.63
312a460530,0.13
1bea0266e4,0.39
6755530233,0.17
abcaef0e2e,0.33
e1051eb453,0.08
ac2f4f512b,0.18
3903dd9db1,0.17
8834df168e,0.07
b7d20b0392,0.32
da9a1c6124,0.187
bb879b3599,0.136
1607690541,0.256
343b612a02,0.246
2fe76ee8a9,0.19
c52c43e27b,0.14
d4db23f293,0.1
49ec74c856,0.088
2babead0fe,0.1
d68df60c13,0.12
a71c9ef0db,0.06
22d8b42dca,0.25
699b0b8939,0.2
e23ea0480b,0.09
3671b40cdb,0.08
914ec852ed,0.12
c3d56997af,0.084
f7eeb70646,0.27
024c014cc3,0.29
8b9c096b7d,0.13
947fc162d5,0.18
77748bd5cf,0.174
52269ab22c,0.265
0d4c38479d,0.149
a5eb05e04d,0.6
93d186f63d,0.25
ff7a854396,0.14
97e316f25e,0.12
312eda00ff,0.05
48bfccd863,0.06
0d1ecd3e3e,0.19
ddd32559b3,0.23
722846da15,0.177
b5db35e49b,0.19
754d5cf79f,0.07
1e21c2cd9c,0.217
6409743d6a,0.12
36a8d4f4fe,0.21
0216cb3eda,0.369
3c437f1b50,0.14
40338ab444,0.231
ba0fbed004,0.265
11c442bbd6,0.14
fd713370b0,0.12
ff23b6679b,0.231
1b5b2d9d53,0.12
aee068f04e,0.18
bea9ba1345,0.553
f2679b551b,0.09
c89eff5a80,0.12
8df284f53c,0.03
563c4af1b7,0.14
adf127193d,0.249
18778181e4,0.19
a134bf201f,0.23
4a1c23485e,0.05
edc1dc9af7,0.09
b5da0af083,0.15
8ba6262e21,0.14
240937dae5,0.18
dac2db842f,0.2
d2844fe866,0.301
bd13f02e1f,0.19
37018a71b5,0.18
706d4db169,0.07
ba26ba9b4b,0.12
37062cac39,0.06
89320604dd,0.21
03abc8ed1d,0.07
0ee3fbbc3f,0.236
5ae0351cb9,0.356
116cd3390c,0.427
4d64a50a08,0.321
7b0325f974,0.22
7bb8f4d1be,0.123
d431cc72c4,0.1
ca862a1265,0.221
d80b6ea94f,0.07
ae651ef174,0.07
93121706c4,0.18
7a57ec4805,0.169
a7645f5b9d,0.24
31e83df15f,0.188
81568a611d,0.277
5076433339,0.17
049234a55b,0.406
37dec6a39f,0.19
7becb071ec,0.1
30fee10a6f,0.246
7bbe29c352,0.22
c3d8f3bb88,0.06
ee83c92739,0.04
b289b33dd3,0.22
ef7d54a48f,0.1
ca5a65d723,0.073
508f54f22c,0.609
299f4a5917,0.12
40b67b7716,0.124
3048a7cefa,0.11
7be7f1023b,0.522
c1205734dc,0.07
b8a3910a03,0.15
b830a7bd24,0.243
960d1f58ba,0.28
91de396bba,0.22
b3acae57c7,0.23
4c6c2e435c,0.21
bbce870388,0.1
e882f967c5,0.18
b750a02094,0.19
5bba27c4de,0.14
ab341b3949,0.2
366e7b1963,0.17
52e8600702,0.13
a0373925ac,0.13
be816bc63b,0.2
d33ee01529,0.1
070dfa4062,0.149
f1dd5074f4,0.334
39efb8e895,0.507
67b7f359e2,0.25
460b2cb1b9,0.143
cde4c538d8,0.11
a5369c17ce,0.213
f8cbeaa16d,0.259
55962a02a0,0.434
77947a7f3e,0.266
1a5a76ba44,0.554
b444fad515,0.12
2c8cf80e3f,0.19
01b5baf23f,0.16
1d281dc8e5,0.2
dc7403f95a,0.05
1c0a523af6,0.19
22de380daa,0.09
f97e9e0430,0.209
0fd80528be,0.21
9cbef27ecc,0.144
75e4e172da,0.23
15aa056977,0.1
691045673d,0.13
12885f7e9b,0.09
a2419d28b5,0.1
9197cf1b24,0.16
8ba8f789a0,0.139
c0219e55fd,0.18
4254de33bd,0.08
6287841799,0.09
8184c6496a,0.15
b0df1fba1c,0.12
491b102ce2,0.19
7d7024e886,0.34
3b31b18b86,0.04
fe9321a6f7,0.07
09b5bb38f0,0.11
401294d01f,0.17
ea68f052f1,0.23
2be910dae7,0.3
70099493b2,0.134
475d1e897c,0.15
3ed281403f,0.21
547c21d531,0.23
66a2d74207,0.03
519cb17843,0.1
a245ac548f,0.12
d6bf8cfe9a,0.11
36b540fcad,0.298
e70d21c282,0.35
b10462de38,0.11
287001a00b,0.1
5a10769b7e,0.19
b05dd01c2f,0.06
d25f80be8c,0.08
9ac2d524e1,0.083
8feabaee43,0.09
b63696d03f,0.61
e0f8d8cc63,0.093
54d90efda3,0.11
b15acb7ab8,0.382
cc4fa1288c,0.5
0345b65518,0.2
03e44e9ab3,0.07
e9db73ea2f,0.11
edbbb7e8d3,0.268
e62987ee53,0.07
dc5235fa63,0.04
46d4801b3f,0.174
46aac3b831,0.119
fc4d91a7a5,0.12
cef2f227dd,0.21
6aa5d7747b,0.14
0960bc4d86,0.128
d0d760c0cb,0.0
712678d84e,0.12
4e3c8fd23e,0.21
dd16e356e1,0.09
a22a384420,0.25
ff0a4a04f3,0.15
abb3cd7709,0.14
07da7922dc,0.11
f72d3eac45,0.09
8f2b0c6a6e,0.09
8be3064ee3,0.127
ce0b1530bd,0.05
c233078bdf,0.06
7d89d83ff8,0.156
612491de4a,0.303
04e09fce5a,0.1
465fac3b7d,0.05
d062977f7e,0.05
c59353e32a,0.09
a24df652c2,0.1
c61c017dcf,0.389
eaf0c3b178,0.04
db2f5fd285,0.13
0f38272d44,0.17
e7bcfdd882,0.119
7cb3bd3d68,0.337
a338c125d9,0.26
ea515c80ea,0.168
dff237a106,0.13
b8da87d243,0.19
bd6c1be86b,0.117
00e22124de,0.16
34734fdabd,0.13
f30d0994c6,0.159
abbd6481fa,0.16
4930719675,0.09
e44b2ad8bc,0.09
bafedf8a87,0.129
cf8dba3ef1,0.127
2645e12d42,0.08
ce6d5b62c1,0.445
ef0b541903,0.21
1e9050bbb1,0.251
87570164f1,0.13
e4b44e0ea9,0.09
723b947484,0.357
fa60c90cd9,0.256
e7ff5feee5,0.24
de0529e6db,0.03
e92a1b5d3b,0.08
dc9fb7dd73,0.08
1baa1caf5f,0.14
d9912c3141,0.11
3efb1eb4b0,0.21
5b0166ebd1,0.376
b647ae2bcb,0.175
1b71e6e45e,0.09
791b00d9a6,0.17
4aba56c884,0.03
cef93a5e1c,0.127
e82a09992c,0.11
cd6312980c,0.06
87368b0299,0.289
b369236503,0.369
5b033280e8,0.14
46647b5050,0.13
a11aa76d94,0.26
e814468082,0.17
ee5609abd2,0.1
f241dcbb87,0.18
b0d989c0e9,0.1
bd95e156b8,0.06
ae92b858a4,0.12
4c3db476a6,0.33
972e1f133d,0.333
b9d3d960a1,0.01
f85c512425,0.307
eea360260f,0.09
ee0ff6176a,0.05
6bd96fcaaf,0.08
442f387d53,0.08
64134ca414,0.19
d19af384f9,0.196
8980e563b6,0.07
2676d14ab0,0.22
69e04b2b0b,0.17
d0be4b3a8a,0.21
2e05183762,0.06
0fbc59b416,0.12
8bd7cb8e78,0.434
5a968e949a,0.11
a5c9d0fb90,0.154
7fc92e2b5b,0.22
8c3d58402e,0.12
6c65964dd6,0.16
545fb15840,0.16
9104a91a25,0.733
e4a80593e3,0.341
f5b8af1567,0.14
7ba2dcbd4f,0.17
086f596fb4,0.09
a545ee1d20,0.17
a0db59d0de,0.23
eb8ab99052,0.21
5915d6cf90,0.09
61d34e63d5,0.06
fd2aa96d48,0.14
77fd8eaff3,0.18
c152cfa76d,0.17
74343be2f0,0.347
9664a99c25,0.18
019377229f,0.218
a19974bd6e,0.19
7b78a6cf11,0.1
c4459299a2,0.15
bd592be4f6,0.1
251d33bc5b,0.158
19b25b6e1d,0.22
b3b7bc7c4d,0.21
f118085b97,0.19
980ef9d80e,0.25
de0d855b40,0.08
3072920184,0.24
961e6eb070,0.293
6f9f34d740,0.18
a414eb34ed,0.05
40171bad1f,0.1
f6eb9d4cfa,0.15
50023b630b,0.21
0df4fd75ec,0.19
d28b368e9c,0.214
f72c388fee,0.2
97e6ee6251,0.34
5d4e25bae0,0.165
76fb644d52,0.07
1168c37561,0.219
ce63e3a9b9,0.15
454d20b319,0.32
8e3d38a43a,0.03
27c3df934e,0.08
6a9d97d065,0.24
c5f6f3f786,0.24
124ed018aa,0.04
c5cdf75325,0.506
19003809ee,0.12
f7f546b76c,0.062
9042728f17,0.08
0388f6fa12,0.536
93750db203,0.1
6aeed83c08,0.336
e91cd32484,0.124
92c01e75d0,0.033
a1f0d3ac14,0.355
573dd16e03,0.21
4001875242,0.329
1c034320b1,0.328
5726a0b6ed,0.15
b5828fa498,0.384
c7a8602b14,0.14
497a4ff0b3,0.464
e138034959,0.09
a684300dcd,0.03
3d3d5aee8d,0.12
b27345f14a,0.11
cc2fafda7c,0.12
6bd4aae79b,0.07
e595e2cdfc,0.1
c440f84197,0.26
b52ba08103,0.06
93cbcfc940,0.09
1b3f062b02,0.05
8743eeb518,0.12
1dfb785cf0,0.13
4fc1e8113b,0.1
a8ef8bb9c0,0.17
38990fe45d,0.09
ed886a4d78,0.08
d0959f0eab,0.17
8a990ea338,0.1
24f92852fd,0.22
6b69c26abe,0.04
8297ac46da,0.05
3d02010bb0,0.24
b8d87440ce,0.08
11e1ed5c83,0.2
253ebc41f2,0.09
ee413d3387,0.2
2c9bbf4579,0.148
c426c0c5c3,0.17
279db3ee43,0.11
db5b446cd3,0.186
d62fde4f94,0.34
15a6a98fa9,0.11
a207d48329,0.16
fc15aa712d,0.21
79df9d3c44,0.283
6968a54031,0.315
a8df8582fa,0.02
35bc19812f,0.08
55e174776a,0.1
8a9c03c93d,0.07
08f18ce087,0.203
b82e3cd411,0.24
14f4fda848,0.08
2eec9fd865,0.12
675378ffbe,0.19
a7af141bc4,0.15
a3be8a90e6,0.1
95e95b554c,0.05
323d72300b,0.09
9420e319e9,0.03
1d9f931286,0.15
6929418382,0.09
c2d4a539c9,0.09
fe3dbd84d5,0.13
34adfe3ec1,0.26
029f7bfbf5,0.12
a3e61f8072,0.127
9d9ecb7006,0.055
7c2bec822d,0.26
4f654cc748,0.3
e3b58c2bd7,0.29
aad9caab6d,0.14
c4b0064d42,0.17
d9d5c8c51e,0.11
1e8a3c6065,0.16
c8c4cccec7,0.23
5f28512164,0.207
66c85b8eb4,0.19
f651a1e0e2,0.1
4293dd8b27,0.12
e9fc9d4a3d,0.16
90c9f55dbe,0.17
67d0f7bdd8,0.204
938a8779d5,0.407
543e672582,0.15
a01c96e996,0.01
c6ac713ba5,0.369
bbffd8b026,0.11
cb2fee07bf,0.14
96565a38e8,0.26
da07d95d04,0.17
df3bb34a85,0.07
adea5bc6c6,0.3
6078d29546,0.23
9c0ff79067,0.346
bc21ecfaec,0.273
a25e4c24c4,0.21
3c7ca31bc1,0.11
c31791d016,0.12
0d9bfcb76c,0.12
51b0d300f6,0.372
6e81f80f4d,0.247
d05591f37d,0.13
c521e04ffb,0.14
97eccad803,0.19
9f41641312,0.082
4488ab9b36,0.29
6e87e6c4bb,0.03
7e62214dcf,0.17
edffc2a7f7,0.17
3888472035,0.17
0ca4ecdd4c,0.17
a16a5ea788,0.14
269d273c6d,0.13
6ae7cf2cc2,0.19
9eb482364c,0.594
16d279e488,0.29
5610490869,0.22
3736d7f6ae,0.11
4f7c78536e,0.11
6181dd1e3d,0.27
6842c969c2,0.1
a6fe182b66,0.09
5e782223ab,0.18
9691d7dec6,0.17
fe9ce9cc7c,0.275
820df07787,0.21
f8e8d1ba8d,0.1
b426f66f0d,0.28
25b27c29e2,0.09
48856e57d7,0.218
07b9d4ef9f,0.047
604627f8f5,0.15
bbbe189265,0.187
1594821850,0.14
a112da6833,0.16
e7d263cb69,0.31
599a99d1ad,0.21
f3fd341ed6,0.14
e7106f6500,0.18
aac14621f2,0.19
8b66201d53,0.09
d75765750c,0.08
2c5d6737ff,0.334
b1c5451cd6,0.144
277028153a,0.89
88614c0887,0.14
287fd8e508,0.06
1da07ed396,0.139
ba9eee8da7,0.1
78c94060f0,0.19
1e66b1afe9,0.341
cc346f5d49,0.188
1a695d8bc4,0.21
97d2f1f926,0.17
7b9731c1ea,0.15
609f57a232,0.18
50da6f1404,0.11
45e1744f15,0.13
a8f263ff0a,0.05
7a0ecffbd6,0.033
cd8f6c5bb8,0.35
b746342826,0.14
9d4638ba1f,0.17
2445fc2431,0.09
547f4500bd,0.08
8cdad2183b,0.34
9445f7b21a,0.1
4a9705cb86,0.07
6048428066,0.1
2e4c426958,0.1
ea90d86a16,0.18
46fba27f33,0.06
6456d1bf75,0.38
b4d3a39c45,0.25
501f5debfa,0.26
3387f75f15,0.12
86659263d4,0.14
0bc1277c41,0.15
99a3142746,0.179
27283122c1,0.15
b68d9aaee4,0.14
c79cc7b5f5,0.12
bfacde5efa,0.18
3459a13c5d,0.284
4f0181c7a8,0.09
b3c18cf6db,0.03
494da826dd,0.139
f8e90ddc3c,0.259
fcd50009cb,0.12
a5b02ceb77,0.14
61c04f49c7,0.1
409deca025,0.15
40264e8c87,0.178
824f5db9c9,0.19
a3b395fcdd,0.03
0fd2bcd2c0,0.03
66d5627956,0.08
38333e25f8,0.17
cf31d4004a,0.09
cfa32af026,0.16
5c3114bd2d,0.26
109fde6238,0.08
24128445d4,0.21
dfd9f0cd21,0.181
d35a0554f2,0.09
775a8f45fd,0.14
a63e03239f,0.16
1204f4e400,0.08
4c6d82ef36,0.14
b7edb0570e,0.13
b086dabae6,0.26
551d6bcdaf,0.17
03a2eafc78,0.1
ae855fef00,0.12
dcedfee345,0.14
a0941d6d48,0.11
14fd498c64,0.12
852e86d8de,0.06
5f8020cbba,0.24
a6f1007f83,0.04
14a82ccf6b,0.136
9d71e701ad,0.308
ef1d9137c2,0.19
80580cbd9d,0.12
0eec2da32d,0.21
e7dedcb965,0.12
846302743d,0.11
1c3f523d2e,0.21
9be350c4ec,0.13
7b3fc07818,0.17
f2ccd088c5,0.05
fafe0a0487,0.12
6074c87a8a,0.17
6ca51c80e2,0.09
3fb336bf17,0.157
30c005425b,0.17
0a06a7ecc2,0.11
42f31c7119,0.02
6e110d1ec9,0.05
7d76a0409d,0.231
86724fe146,0.08
1011af6dcb,0.269
a716dd8700,0.309
cb897ea8bb,0.1
f4af731097,0.05
b5e8188e07,0.1
98f07618ea,0.16
2d7c3988b0,0.24
b38684717d,0.18
5e1b7ed9b0,0.06
b8a1b9eb5f,0.23
f7e7a7048c,0.27
dd57d6b17e,0.1
2cbce0f92b,0.23
38c1f56d02,0.16
d9112c6137,0.297
20d96f7a73,0.15
7209a69333,0.16
1ef6ff0524,0.34
713f078864,0.14
1d914c8182,0.18
d479b7e9e7,0.17
4c449a35e1,0.03
1ae44361c1,0.248
2c66862143,0.357
0ebf392a16,0.14
f1b96298c9,0.1
4c7dcf354a,0.16
da91bc6076,0.337
b70f58efc9,0.05
0eb3219d4c,0.379
a0528febc4,0.27
9dfe0a1abd,0.11
4e86c559cc,0.21
af78e34284,0.19
57678e3d22,0.218
47688311c4,0.22
9b21bff838,0.13
f85fd33206,0.14
3dcf9398ac,0.04
c88372f932,0.01
35c9acbee9,0.3
02b85da5d3,0.264
e4866971af,0.3
c269556a18,0.12
8bc562686c,0.22
f533ed389c,0.162
3156e5fc48,0.063
f41abaa765,0.1
91ad771463,0.14
ce7c88da6c,0.06
22ba3bd8aa,0.26
64aff59929,0.09
112fff43e6,0.11
0b0e8220b9,0.199
9b42864b65,0.04
4897a1234d,0.19
07f4aab8ec,0.37
341095241d,0.22
274e696bfd,0.18
db1a9856ef,0.17
f72b1943d8,0.1
87d66d5406,0.08
9545f30046,0.239
8e030cac20,0.19
819d5b29d0,0.13
7515a36357,0.27
855ce52889,0.23
b8675e1d85,0.237
0bbb4e658c,0.19
07a80b8586,0.277
e13fd5a36e,0.309
da9cf726f1,0.09
34c24bd143,0.03
ebc7487aa4,0.06
ec9e0290ed,0.06
9c48f319db,0.36
e5f578a4cd,0.114
bc770a814a,0.03
27be375e7b,0.29
a4f472f3c8,0.03
5e560562b1,0.12
f998b28b23,0.169
d3c2d744b4,0.35
950c4a1643,0.187
4e955d54ef,0.08
0ae6ec39d8,0.06
8a8e6b49d1,0.19
b09b79a711,0.23
b1bbff6296,0.17
5abc9fe078,0.14
6fec3b41a3,0.1
bac78c61e8,0.25
7594b9e081,0.08
cba2f29ba7,0.14
08fdae3303,0.11
bc8d2c2c81,0.268
94347065d8,0.24
9a8077603b,0.21
302322bd91,0.159
5880726bfa,0.1
a584c70487,0.133
ab1280af00,0.1
ba6d5b5b28,0.21
be76be278b,0.16
c089f5aee2,0.236
5ea1438f38,0.15
8ddb16b4df,0.08
2782622d44,0.162
c208cbc8fe,0.099
fc7c3fd65d,0.37
084e889900,0.08
d89c235293,0.188
b8622713d5,0.1
5b1b3a067e,0.113
8c6587b185,0.141
8875fc827f,0.27
09bc028688,0.14
22aba43a5d,0.17
3efad60855,0.09
765795b08c,0.15
ff22e42fd1,0.04
a33158034a,0.1
7b157a6657,0.13
751648b1c0,0.23
089c4332cb,0.1
fe9c20cd6d,0.03
732073bf20,0.421
52aca09834,0.189
c8e9c84ece,0.219
7834cfc422,0.05
33fd013786,0.08
c88d63b3a1,0.15
d9bb262cf4,0.08
9ae8c04553,0.599
c21fe49f4c,0.03
e0a9c8ec5f,0.245
b7ad11c8bf,0.139
bb6135eb14,0.146
d550bba972,0.12
628b131980,0.17
efbdaba27b,0.17
1c1e83146a,0.08
ebd1a87236,0.85
c468950376,0.14
411c3e956d,0.21
e052bf3898,0.07
2889375459,0.13
a660390847,0.08
733b10b690,0.25
7b00cafc92,0.05
246da81f27,0.229
24d6d04f9a,0.28
ed9e299373,0.13
0428f88cf9,0.16
2b14aed329,0.09
ac282b36e2,0.09
b5cadec4d3,0.235
de97d6f7ff,0.21
bac6e413dc,0.153
06ff29ad98,0.439
a6c70f98b3,0.22
2b6785e56b,0.099
f485a27aec,0.07
